question_id,question,domain,candidate_alignment_band,candidate_alignment_review_rank,candidate_alignment_shared_term_count,candidate_alignment_shared_terms,candidate_alignment_coverage,candidate_alignment_selection_score,candidate_alignment_short_query,candidate_alignment_source,candidate_alignment_source_url,candidate_alignment_source_title,candidate_ddg_status,candidate_ddg_abstract_source,candidate_ddg_abstract_text,candidate_chunks,gold_chunk_ids,gold_answer,gold_status,review_method,reviewer_notes
CH-0521,Quy định mới về an toàn thông tin mạng tại Việt Nam mới nhất năm nay (Mã CH-0521)?,general,HIGH_SIGNAL,52,2,"[""quy"", ""việt""]",0.222222,42.2222,quy định an toàn thông tin mạng việt,canonical_fetch_existing,http://tratu.soha.vn/dict/vn_vn/Quy,Nghĩa của từ Quy - Từ điển Việt - Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0512,Diễn biến thị trường chứng khoán Việt Nam tuần qua mới nhất năm nay (Mã CH-0512)?,general,HIGH_SIGNAL,53,2,"[""diễn"", ""việt""]",0.222222,42.2222,diễn biến thị trường chứng khoán việt nam,canonical_fetch_existing,https://hvdic.thivien.net/hv/di%E1%BB%85n,Tra từ: diễn - Từ điển Hán Nôm,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0508,Tác động của hiện tượng El Nino đến thời tiết Việt Nam mới nhất năm nay (Mã CH-0508)?,general,HIGH_SIGNAL,54,2,"[""tác"", ""việt""]",0.222222,42.2222,tác động tượng el nino thời tiết việt,canonical_fetch_existing,https://hvdic.thivien.net/hv/t%C3%A1c,Tra từ: tác - Từ điển Hán Nôm,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0012,Diễn biến thị trường chứng khoán Việt Nam tuần qua mới nhất năm nay (Mã CH-0012)?,general,HIGH_SIGNAL,55,2,"[""diễn"", ""việt""]",0.222222,42.2222,diễn biến thị trường chứng khoán việt nam,canonical_fetch_existing,https://hvdic.thivien.net/hv/di%E1%BB%85n,Tra từ: diễn - Từ điển Hán Nôm,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0008,Tác động của hiện tượng El Nino đến thời tiết Việt Nam mới nhất năm nay (Mã CH-0008)?,general,HIGH_SIGNAL,56,2,"[""tác"", ""việt""]",0.222222,42.2222,tác động tượng el nino thời tiết việt,canonical_fetch_existing,https://hvdic.thivien.net/hv/t%C3%A1c,Tra từ: tác - Từ điển Hán Nôm,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0456,Tra cứu thông tin: Tóm tắt diễn biến Cách mạng Tháng Tám năm 1945 (Mã CH-0456)?,general,REVIEW_SIGNAL,57,2,"[""tháng"", ""tám""]",0.166667,41.6667,tra cứu thông tin tóm tắt diễn biến,canonical_fetch_existing,https://vi.wikipedia.org/wiki/L%C3%AA_V%C4%83n_T%C3%A1m,Lê Văn Tám – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0927,Tra cứu thông tin: Nghệ thuật hội họa Ấn tượng và các họa sĩ danh tiếng (Mã CH-0927)?,general,REVIEW_SIGNAL,58,2,"[""nghệ"", ""tiếng""]",0.153846,40.3846,tra cứu thông tin nghệ thuật hội họa,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Ngh%E1%BB%87,Nghệ – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0427,Tra cứu thông tin: Nghệ thuật hội họa Ấn tượng và các họa sĩ danh tiếng (Mã CH-0427)?,general,REVIEW_SIGNAL,59,2,"[""nghệ"", ""tiếng""]",0.153846,40.3846,tra cứu thông tin nghệ thuật hội họa,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Ngh%E1%BB%87,Nghệ – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0412,Tra cứu thông tin: Diễn biến thị trường chứng khoán Việt Nam tuần qua (Mã CH-0412)?,general,REVIEW_SIGNAL,60,2,"[""nam"", ""việt""]",0.153846,40.3846,tra cứu thông tin diễn biến thị trường,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Kinh_t%E1%BA%BF_Vi%E1%BB%87t_Nam,Kinh tế Việt Nam – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0594,Quy trình khám chữa bệnh bằng BHYT tại bệnh viện tuyến tỉnh mới nhất năm nay (Mã CH-0594)?,general,HIGH_SIGNAL,61,2,"[""quy"", ""tuyến""]",0.2,40.0,quy trình khám chữa bệnh bằng bhyt viện,canonical_fetch_existing,http://tratu.soha.vn/dict/vn_vn/Quy,Nghĩa của từ Quy - Từ điển Việt - Việt,DDG_API_OK,,,"[{""chunk_id"": ""doc-1ff4dfe8c34d5ec9-chunk-001"", ""document_id"": ""doc-1ff4dfe8c34d5ec9"", ""source_url"": ""https://vi.wikipedia.org/wiki/B%E1%BB%87nh_vi%E1%BB%87n_Th%E1%BB%91ng_Nh%E1%BA%A5t"", ""source_title"": ""Bệnh viện Thống Nhất"", ""text"": ""Bệnh viện Thống Nhất (tên tiếng anh: Thong Nhat Hospital) là một bệnh viện đa khoa hạng I trực thuộc Bộ Y Tế nằm ở số 1 đường Lý Thường Kiệt, phường Tân Sơn Nhất, Thành phố Hồ Chí Minh, với tên gọi ban đầu là Bệnh viện Vì Dân.\n\n\n== Lãnh đạo ==\n\n\n=== Ban giám đốc bệnh viện hiện tại ===\nGiám đốc: TTND. PGS. TS. BS. Lê Đình Thanh\nPhó Giám đốc:\nTTND. PGS. TS. BS. Đỗ Kim Quế\nPGS. TS. BS. Võ Thành Toàn\nThS. Nguyễn Quang Vinh\n\n\n=== Giám đốc bệnh viện qua các thời kỳ ===\nGS, TS, AHLĐ, TTND Nguyễn Thiện Thành: 05/1978 - 12/1988\nThầy thuốc ưu tú Phạm Đoàn Duyên: 01/1989 - 02/1997\nGS, TS, AHLĐ, TTND Nguyễn Mạnh Phan: 03/1997 - 03/2008\nPGS, TS, TTND Trần Chí Liêm: 04/2008 - 08/2008\nGS, TS, TTND Nguyễn Đức Công: 09/2008 - 08/2019\n\n\n== Lịch sử hình thành và phát triển ==\n\nBệnh viện Thống Nhất được thành lập sau ngày miền Nam giải phóng, trên cơ sở tiếp quản Bệnh viện Vì Dân của chế độ cũ Việt Nam Cộng hoà. Ngày 01/11/1975 là mốc thời gian đánh dấu Bệnh viện tiếp nhận và điều trị bệnh nhân đầu tiên, với tên gọi là Quân y viện Thống Nhất, trực thuộc sự quản lý của Bộ Quốc phòng Việt Nam. Kể từ đó, ngày 01/11/1975 trở thành ngày truyền thống của Bệnh viện. Đại tá, GS. Nguyễn Thiện Thành làm Giám đốc, Đại tá Nguyễn Việt Hồng làm Chính ủy, thực hiện nhiệm vụ: Khám chữa bệnh và quản lý sức khỏe cho cán bộ trung, cao cấp quân - dân chính, đảng và một số khách quốc tế cần thiết hoạt động ở miền Nam; Tham gia quản lý sức khỏe cán bộ cao cấp, cấp cứu, điều trị tại nhà cho các đồng chí Trung ương ủy viên, phục vụ mọi mặt về y tế cho các hội nghị do Trung ương Đảng hoặc Chính phủ tổ chức tại miền Nam.\n\nNgày 25/3/1978, Bệnh viện Thống Nhất được chuyển về trực thuộc Bộ Y tế, với quy mô 400 giường, cơ cấu tổ chức gồm 16 khoa lâm sàng, 07 khoa cận lâm sàng, 01 phòng khám bệnh đa khoa, 02 tổ bảo vệ sức khỏe và 06 phòng chức năng. Lúc này Bệnh viện được bổ sung thêm các nhiệm vụ: Khám và điều trị cho gia đình cán bộ theo sự phân công và quy định của Ban Tổ chức Trung ương Đảng;  Bồi dưỡng, bổ túc chuyên môn kỹ thuật cho cán bộ, nhân viên và tham gia công tác nghiên cứu khoa học; Chỉ đạo tuyến trong việc quản lý sức khỏe cán bộ thuộc diện Bệnh viện quản lý.\nNgày 22/3/2015, Bệnh viện Thống Nhất đã tổ chức Lễ tổng kết giai đoạn 1 Dự án xây dựng, cải tạo, mở rộng, nâng cấp Bệnh viện và khánh thành Khu điều trị kỹ thuật cao. Dự án gồm 2 toà nhà chính với quy mô 7 tầng, gồm 500 giường bệnh và khu vự phòng khám. Việc hoàn thành Dự án đã làm cho Bệnh viện khang trang hơn, mặt bằng được mở rộng đáp ứng nhu cầu khám chữa bệnh ngày càng cao của bệnh nhân là cán bộ và nhân dân trên địa bàn. Nâng số giường điều trị nội trú lên 1.200 giường, bảo đảm cho bệnh nhân điều trị nội trú có đủ giường không để nằm ghép hoặc chuyển tuyến vì thiếu giường\n\nVới cơ sở hạ tầng, trang thiết bị hiện đại cùng với sự tận tình chu đáo của đội ngũ y bác sỹ có trình độ chuyên môn cao chất lượng khám chữa bệnh và uy tín của Bệnh viện được nâng lên đáng kể, tạo được niềm tin và sự hài lòng cho bệnh nhân.\nBệnh viện thực hiện công tác bảo vệ chăm sóc sức khỏe thường xuyên cho khoảng 100 cán bộ thuộc diện Trung ương quản lý. Hàng năm thực hiện bảo đảm y tế cho khoảng từ 5 đến 7 sự kiện chính trị - xã hội quan trong diễn ra trên địa bàn, phục vụ khám sức khỏe cho khoảng 20 đoàn khách ngoại giao quốc tế của Đảng, Nhà nước tạo được niềm tin và uy tín đối với các nước bạn.\nBên cạnh thực hiện nhiệm vụ chuyên môn, Bệnh viện cũng đã tham gia thực hiện tốt công tác đào tạo nguồn nhân lực cho ngành y tế, là cơ sở thực hành của sinh viên 16 trường đại học, trung cấp chuyên ngành y dược trên địa bàn.\nBệnh viện thường xuyên cử đội ngũ có trình độ chuyên môn cao xuống giúp đỡ các đơn vị tuyến dưới trong công tác khám, chữa bệnh và quản lý sức khỏe cán bộ cho hầu hết các tỉnh từ Bình Định trở vào đến các tỉnh Tây Nguyên, miền Đông và miền Tây Nam Bộ. Đã kịp thời phát hiện sớm và xử lý thành công nhiều trường hợp cán bộ mắc bệnh hiểm nghèo.\nPhát huy truyền thống và kinh nghiệm của GS. Nguyễn Thiện Thành – Giám đốc đầu tiên của Bệnh viện và là Chủ tịch hội đồng chuyên môn Bảo vệ sức khoẻ cán bộ Trung ương từ năm 1975, Bệnh viện Thống Nhất là đơn vị giúp việc đồng thời có nhiều thành viên tham gia trong Hội đồng chuyên môn Bảo vệ sức khỏe cán bộ miền Nam đã góp phần quan trọng cùng với các thành viên của đơn vị bạn thực hiện rất tốt công tác chẩn đoán và điều trị cho cán bộ thuộc diện Trung ương quản lý.\n\n\n== Quy mô ==\nBệnh viện Thống Nhất có quy mô ban đầu là 400 giường, sau đó đã mở và phát triển hơn 1.132 giường, tiến tới mục tiêu 1350 giường vào năm 2025, trở thành một bệnh viện đa khoa, lão khoa hạng đặc biệt có các trung tâm chuyên sâu về tim mạch, lão khoa, bảo vệ sức khoẻ trung cao cấp của Đảng, Nhà nước và thực hiện tốt việc khám, chữa bệnh, phòng bệnh, phục hồi chức năng cho nhân dân thành phố Hồ Chí Minh vav các tỉnh, thành phố khu vực phía Nam.\n\n\n== Các khoa phòng ==\n\n\n=== Khối cơ quan ===\nPhòng Bảo vệ sức khỏe Trung ương 2B\nPhòng Tổ chức Cán bộ\nPhòng Kế hoạch tổng hợp\nPhòng Tài chính Kế toán\nPhòng Vật tư - Trang thiết bị y tế\nPhòng Quản trị\nPhòng Quản lý chất lượng và Công tác xã hội\nPhòng Điều dưỡng\nPhòng Hành chính\nPhòng Công nghệ thông tin\nPhòng Đào tạo - Chỉ đạo tuyến\nTạp chí Sức khỏe và Lão hóa\nViện Nghiên cứu Ứng dụng Khoa học Sức khỏe và Lão hóa (ARiHA)\n\n\n=== Khối lâm sàng ===\nKhoa Cấp cứu\nKhoa Điều trị Cán bộ cao cấp\nKhoa Hồi sức tích cực - Chống độc\nKhoa Khám bệnh cán bộ - BHYT\nKhoa Khám bệnh theo yêu cầu\nKhoa Nội cơ xương khớp\nKhoa Nội điều trị theo yêu cầu\nKhoa Nội hô hấp\nKhoa Nội Nhiễm\nKhoa Khoa Nội thận - lọc máu\nKhoa Nội Thần kinh\nKhoa Nội tiết\nKhoa Nội Tiêu hóa\nKhoa Nội tim mạch\nKhoa Tim mạch cấp cứu can thiệp\nKhoa Ung bướu\nKhoa Vật lý trị liệu - Phục hồi chức năng\nKhoa Y học cổ truyền\nKhoa Dinh dưỡng lâm sàng\nKhoa Nhịp tim\nKhoa Phẫu thuật hàm mặt - Tạo hình thẩm mỹ\nKhoa Ngoại Chấn Thương Chỉnh Hình\nKhoa Ngoại Điều trị theo yêu cầu\nKhoa Ngoại Gan Mật Tụy\nKhoa Ngoại Thần kinh\nKhoa Ngoại thận Tiết niệu\nKhoa Ngoại Tiêu Hóa\nKhoa Ngoại Tim mạch - Lồng ngực - Mạch máu\nKhoa Phẫu thuật - Gây mê hồi sức\nKhoa Tai mũi họng\nKhoa Mắt\nKhoa Da liễu – Miễn dịch – Dị ứng\nTrung tâm tiêm chủng\n\n\n=== Khối cận lâm sàng ===\nKhoa Chẩn đoán hình ảnh\nKhoa Dược\nKhoa Giải phẫu bệnh\nKhoa Hóa sinh\nKhoa Huyết học\nKhoa Kiểm soát nhiễm khuẩn\nKhoa Thăm dò chức năng và Nội soi\nKhoa Vi sinh\n\n\n== Thành tích ==\nDanh hiệu Anh hùng Lao động thời kỳ đổi mới (2005).\nHuân chương Quân công hạng Nhì (1980).\nHuân chương Lao động hạng Nhất (1998).\nHuân chương Độc lập hạng Nhì (2013), hạng Ba (2003).\nHuân chương Hữu nghị hạng Mô-ha-sê-na của Quốc vương Vương quốc Campuchia (2020).\nHuân chương Tự do hạng Ba của Chủ tịch nước Cộng hòa dân chủ nhân dân Lào (2015).\nCờ thi đua của Chính phủ; Bằng khen của Thủ tướng Chính phủ.\nBằng khen của Bộ Y tế.\nBằng khen của UBND TP Hồ Chí Minh.\nCó 02 cán bộ viên chức Bệnh viện được phong tặng danh hiệu Anh hùng Lao động, 06 Thầy thuốc Nhân dân, 44 Thầy thuốc Ưu tú, và nhiều cá nhân được tặng thưởng Huân chương Lao động Nhất, Nhì, Ba.\n\n\n== Chú thích ==\n\n\n== Liên kết ngoài ==\nWebsite chính thức của bệnh viện\nFanpage Facebook chính thức của viện\nTrung tâm đào tạo - chỉ đạo tuyến - nghiên cứu khoa học - hợp tác quốc tế Thống Nhất\n\n\n== Tham khảo ==\n{{Wikispecies-inline"", ""content_hash"": ""sha256:4cf7f252cef3767091eac6ff8532c7331d114244a7a6333a538d285e8a770aee""}]",[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0582,Tỷ giá USD/VND tác động thế nào đến doanh nghiệp xuất khẩu mới nhất năm nay (Mã CH-0582)?,general,HIGH_SIGNAL,62,2,"[""giá"", ""tỷ""]",0.2,40.0,tỷ giá usd vnd tác động doanh nghiệp,canonical_fetch_existing,https://www.vietcombank.com.vn/vi-VN/KHCN/Cong-cu-Tien-ich/Ty-gia,Tỷ gi&#225;,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0573,Luật Bảo vệ người tiêu dùng quy định quyền hạn gì mới nhất năm nay (Mã CH-0573)?,general,HIGH_SIGNAL,63,2,"[""luật"", ""định""]",0.2,40.0,luật bảo vệ người tiêu dùng quy định,canonical_fetch_existing,https://thuvienphapluat.vn/,"THƯ VIỆN PHÁP LUẬT _ Tra cứu, Nắm bắt Pháp Luật Việt Nam",DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0554,Tập luyện yoga hỗ trợ giảm đau lưng và cột sống mới nhất năm nay (Mã CH-0554)?,general,HIGH_SIGNAL,64,2,"[""luyện"", ""tập""]",0.2,40.0,tập luyện yoga hỗ trợ giảm đau lưng,canonical_fetch_existing,https://www.typingstudy.com/vi,Luyện gõ 10 ngón trực tuyến,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0516,Các triều đại phong kiến kéo dài nhất trong lịch sử Việt Nam mới nhất năm nay (Mã CH-0516)?,general,HIGH_SIGNAL,65,2,"[""triều"", ""việt""]",0.2,40.0,triều đại phong kiến kéo dài lịch sử,canonical_fetch_existing,https://hvdic.thivien.net/hv/tri%E1%BB%81u,Tra từ: triều - Từ điển Hán Nôm,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0094,Quy trình khám chữa bệnh bằng BHYT tại bệnh viện tuyến tỉnh mới nhất năm nay (Mã CH-0094)?,general,HIGH_SIGNAL,66,2,"[""quy"", ""tuyến""]",0.2,40.0,quy trình khám chữa bệnh bằng bhyt viện,canonical_fetch_existing,http://tratu.soha.vn/dict/vn_vn/Quy,Nghĩa của từ Quy - Từ điển Việt - Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0082,Tỷ giá USD/VND tác động thế nào đến doanh nghiệp xuất khẩu mới nhất năm nay (Mã CH-0082)?,general,HIGH_SIGNAL,67,2,"[""giá"", ""tỷ""]",0.2,40.0,tỷ giá usd vnd tác động doanh nghiệp,canonical_fetch_existing,https://www.vietcombank.com.vn/vi-VN/KHCN/Cong-cu-Tien-ich/Ty-gia,Tỷ gi&#225;,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0073,Luật Bảo vệ người tiêu dùng quy định quyền hạn gì mới nhất năm nay (Mã CH-0073)?,general,HIGH_SIGNAL,68,2,"[""luật"", ""định""]",0.2,40.0,luật bảo vệ người tiêu dùng quy định,canonical_fetch_existing,https://thuvienphapluat.vn/,"THƯ VIỆN PHÁP LUẬT _ Tra cứu, Nắm bắt Pháp Luật Việt Nam",DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0054,Tập luyện yoga hỗ trợ giảm đau lưng và cột sống mới nhất năm nay (Mã CH-0054)?,general,HIGH_SIGNAL,69,2,"[""luyện"", ""tập""]",0.2,40.0,tập luyện yoga hỗ trợ giảm đau lưng,canonical_fetch_existing,https://www.typingstudy.com/vi,Luyện gõ 10 ngón trực tuyến,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0016,Các triều đại phong kiến kéo dài nhất trong lịch sử Việt Nam mới nhất năm nay (Mã CH-0016)?,general,HIGH_SIGNAL,70,2,"[""triều"", ""việt""]",0.2,40.0,triều đại phong kiến kéo dài lịch sử,canonical_fetch_existing,https://hvdic.thivien.net/hv/tri%E1%BB%81u,Tra từ: triều - Từ điển Hán Nôm,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0853,Phân tích và thực trạng về quyền sở hữu trí tuệ đối với phần mềm máy tính (Mã CH-0853)?,general,REVIEW_SIGNAL,71,2,"[""trí"", ""tuệ""]",0.142857,39.2857,phân tích thực trạng quyền sở hữu trí,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Tr%C3%AD_tu%E1%BB%87_nh%C3%A2n_t%E1%BA%A1o,Trí tuệ nhân tạo – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0153,Thông tin chi tiết về quyền sở hữu trí tuệ đối với phần mềm máy tính (Mã CH-0153)?,general,REVIEW_SIGNAL,72,2,"[""mềm"", ""phần""]",0.142857,39.2857,thông tin chi tiết quyền sở hữu trí,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Ph%E1%BA%A7n_m%E1%BB%81m,Phần mềm – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0925,Tra cứu thông tin: Hiện tượng nhật thực toàn phần xảy ra khi nào (Mã CH-0925)?,general,REVIEW_SIGNAL,73,2,"[""cứu"", ""tra""]",0.181818,38.1818,tra cứu thông tin tượng nhật thực toàn,canonical_fetch_existing,http://tratu.soha.vn/dict/vn_vn/Hi%E1%BB%87n,Nghĩa của từ Hiện - Từ điển Việt - Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0532,Các hình thức đầu tư bất động sản an toàn cho cá nhân mới nhất năm nay (Mã CH-0532)?,general,REVIEW_SIGNAL,74,2,"[""hình"", ""toàn""]",0.181818,38.1818,hình thức đầu tư bất động sản an,canonical_fetch_existing,https://www.google.com.vn/imghp,Google Hình &#7843;nh,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0425,Tra cứu thông tin: Hiện tượng nhật thực toàn phần xảy ra khi nào (Mã CH-0425)?,general,REVIEW_SIGNAL,75,2,"[""cứu"", ""tra""]",0.181818,38.1818,tra cứu thông tin tượng nhật thực toàn,canonical_fetch_existing,http://tratu.soha.vn/dict/vn_vn/Hi%E1%BB%87n,Nghĩa của từ Hiện - Từ điển Việt - Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0032,Các hình thức đầu tư bất động sản an toàn cho cá nhân mới nhất năm nay (Mã CH-0032)?,general,REVIEW_SIGNAL,76,2,"[""hình"", ""toàn""]",0.181818,38.1818,hình thức đầu tư bất động sản an,canonical_fetch_existing,https://www.google.com.vn/imghp,Google Hình &#7843;nh,DDG_API_OK,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
CH-0783,Hướng dẫn và quy định liên quan đến thủ tục đăng ký sang tên xe máy chính chủ (Mã CH-0783)?,general,REVIEW_SIGNAL,77,2,"[""máy"", ""xe""]",0.125,37.5,hướng dẫn quy định liên quan thủ tục,canonical_fetch_existing,https://vi.wikipedia.org/wiki/Xe_m%C3%A1y,Xe máy – Wikipedia tiếng Việt,DDG_REQUEST_ERROR,,,[],[],,SOURCE_FETCHED_NOT_REVIEWED,human_review_after_ddg_short_alignment,Pre-review filter only. HIGH_SIGNAL means >=2 shared terms and >=0.20 coverage; REVIEW_SIGNAL means it passed the relaxed shortlist threshold and still requires independent source/gold verification. No row is accepted as gold automatically.
